program_id,organization_name,organization_type,sport_type,program_name,program_type,skill_level,address_street,address_city,address_state,address_zip,county,metro_area,latitude,longitude,phone,email,contact_name,director_name,website,social_media_facebook,social_media_instagram,age_min,age_max,age_groups,gender,team_based,season,registration_fee,monthly_fee,annual_fee,scholarship_available,scholarship_percentage,equipment_provided,transportation_provided,reviews_text,average_rating,review_count,verified,data_source,last_verified,notes,keywords_long_tail,facility_type,facility_amenities,coaches_available,certifications,parent_involvement
FL_00033,City of Temple Terrace – Parks & Recreation,City Parks & Recreation,Martial Arts,Wado Ryu Karate,Program,all_levels,"Temple Terrace Family Recreation Complex, Temple Terrace, FL",Temple Terrace,FL,Unknown,Hillsborough County,Tampa Bay,Unknown,Unknown,+1-813-506-6600,Unknown,Family Recreation Complex,Unknown,https://www.templeterrace.gov/603/Athletics,Unknown,Unknown,Unknown,Unknown,Youth & adults,unknown,Unknown,unknown,Unknown,$60/month members / $80/month non-members,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0,Yes,www.templeterrace.gov,2025-12-13,Traditional Japanese martial art focusing on evasion & technique; membership in International HapKiDo Federation required,"youth martial arts Temple Terrace florida,martial arts for kids Temple Terrace fl,wado ryu karate Temple Terrace fl",recreation_center,Unknown,Unknown,Unknown,Unknown
FL_00034,"City of Orlando – Families, Parks and Recreation",City Parks & Recreation,T‑Ball,T‑Ball (City of Orlando),Program,all_levels,700 Grand St,Orlando,FL,32805,Orange County,Orlando,Unknown,Unknown,+1-407-246-4222,athletics@orlando.gov,Athletics Office,Unknown,https://www.orlando.gov/Community-Programs-Events/Sports-Aquatics-Fitness/Register-for-Youth-Athletic-Programs/Register-for-Youth-T-Ball,Unknown,Unknown,5,7,5‑7,unknown,Unknown,fall,$20 per child,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0,Yes,www.orlando.gov | user_addition,2025-12-13,Co‑ed T‑Ball program; includes game shirt & hat; registration at Primrose Plaza office | Facility: Grand Avenue Park. Includes game shirt and hat. Season detail: Fall 2024.,"youth t‑ball Orlando florida,t‑ball for kids Orlando fl,t‑ball (city of orlando) Orlando fl",park,Unknown,Unknown,Unknown,Unknown
FL_00035,"City of Orlando – Families, Parks and Recreation",City Parks & Recreation,Basketball,Orlando Basketball Youth League (OBYL),League,all_levels,595 N Primrose Ave,Orlando,FL,32803,Orange County,Orlando,Unknown,Unknown,+1-407-246-4222,athletics@orlando.gov,Athletics Office,Unknown,https://www.orlando.gov/Community-Programs-Events/Sports-Aquatics-Fitness/Register-for-Youth-Athletic-Programs/Register-for-Youth-Basketball,Unknown,Unknown,6,15,6‑15,unknown,Yes,year_round,$40 per child,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0,Yes,www.orlando.gov,2025-12-13,Co‑ed basketball league; 15‑year‑olds cannot play JV/Varsity high school basketball,"youth basketball Orlando florida,basketball for kids Orlando fl,orlando basketball youth league (obyl) Orlando fl",park,Unknown,Yes,Unknown,Unknown
FL_00036,"City of Orlando – Families, Parks and Recreation",City Parks & Recreation,Basketball,Tiny Tots Basketball (Orlando),Program,all_levels,595 N Primrose Ave,Orlando,FL,32803,Orange County,Orlando,Unknown,Unknown,+1-407-246-4222,athletics@orlando.gov,Athletics Office,Unknown,https://www.orlando.gov/Community-Programs-Events/Sports-Aquatics-Fitness/Register-for-Youth-Athletic-Programs/Register-for-Youth-Basketball,Unknown,Unknown,4,7,4‑7,unknown,Unknown,unknown,$40 per child,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0,Yes,www.orlando.gov,2025-12-13,6‑week introductory basketball program; includes t‑shirt,"youth basketball Orlando florida,basketball for kids Orlando fl,tiny tots basketball (orlando) Orlando fl",Unknown,Unknown,Unknown,Unknown,Unknown
FL_00037,City of Largo (Greater Largo Little League),City Parks & Recreation,Baseball,Greater Largo Little League,League,all_levels,"Largo Sports Complex, Largo, FL",Largo (Greater Largo Little League),FL,Unknown,Pinellas County,Tampa Bay,Unknown,Unknown,+1-727-587-6720,RecreationDirector@largo.com,"Recreation, Parks & Arts",Krista Pincince,https://www.playlargo.com/recprograms/athletics_and_sports.php,Unknown,Unknown,4,16,4-16,unknown,Yes,spring,Tee Ball: $25; A & AA: $150; AAA & Majors: $200; Juniors & Seniors: $220,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0,Yes,www.playlargo.com,2025-12-13,Spring Little League offering divisions from Tee Ball to Juniors/Seniors; registration closes Jan 11; jersey included,"youth baseball Largo (Greater Largo Little League) florida,baseball for kids Largo (Greater Largo Little League) fl,greater largo little league Largo (Greater Largo Little League) fl",sports_complex,Unknown,Yes,Unknown,Unknown
FL_00038,City of Largo / NZone Sports,City Parks & Recreation,Multi-sport,NZone Fall Fun League,League,all_levels,"Highland Recreation Complex & Southwest Recreation Center, Largo, FL",Largo / NZone Sports,FL,Unknown,Pinellas County,Tampa Bay,Unknown,Unknown,+1-727-587-6720,RecreationDirector@largo.com,"Recreation, Parks & Arts",Krista Pincince,https://www.playlargo.com/recprograms/athletics_and_sports.php,Unknown,Unknown,5,13,5-13 (Freshman 5-7; JV 8-10; Varsity 11-13),unknown,Yes,fall,$130 members / $260 non-members,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0,Yes,www.playlargo.com,2025-12-13,Players practice before games; jersey provided; multi-sport fun league,"youth multi-sport Largo / NZone Sports florida,multi-sport for kids Largo / NZone Sports fl,nzone fall fun league Largo / NZone Sports fl",recreation_center,Unknown,Yes,Unknown,Unknown
FL_00039,City of Largo,City Parks & Recreation,Basketball,Basketball Basics (Beginner),Program,beginner,"Highland Recreation Complex, Largo, FL",Largo,FL,Unknown,Pinellas County,Tampa Bay,Unknown,Unknown,+1-727-587-6720,RecreationDirector@largo.com,"Recreation, Parks & Arts",Krista Pincince,https://www.playlargo.com/recprograms/athletics_and_sports.php,Unknown,Unknown,6,17,6-17,unknown,Unknown,unknown,Unknown,$40 per month; $10 drop-in,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0,Yes,www.playlargo.com,2025-12-13,Personalized coaching to build fundamentals; recommended starting point for new players,"youth basketball Largo florida,basketball for kids Largo fl,basketball basics (beginner) Largo fl",recreation_center,Unknown,Unknown,Unknown,Unknown
FL_00040,City of Largo,City Parks & Recreation,Basketball,Basketball Basics (Intermediate),Clinic,intermediate,"Highland Recreation Complex, Largo, FL",Largo,FL,Unknown,Pinellas County,Tampa Bay,Unknown,Unknown,+1-727-587-6720,RecreationDirector@largo.com,"Recreation, Parks & Arts",Krista Pincince,https://www.playlargo.com/recprograms/athletics_and_sports.php,Unknown,Unknown,6,17,6-17,unknown,Unknown,unknown,Unknown,$50 per month; $15 drop-in,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0,Yes,www.playlargo.com,2025-12-13,Intermediate-level clinics with personalized coaching to enhance skills and game knowledge,"youth basketball Largo florida,basketball for kids Largo fl,basketball basics (intermediate) Largo fl",recreation_center,Unknown,Unknown,Unknown,Unknown
FL_00041,City of Largo / Champions in Motion,City Parks & Recreation,Cheerleading,Champions in Motion Cheerleading (Southwest),Class,all_levels,"Southwest Recreation Complex, Largo, FL",Largo / Champions in Motion,FL,Unknown,Pinellas County,Tampa Bay,Unknown,Unknown,+1-727-587-6720,RecreationDirector@largo.com,"Recreation, Parks & Arts",Krista Pincince,https://www.playlargo.com/recprograms/athletics_and_sports.php,Unknown,Unknown,4,Unknown,4-6; 7-9; 10+,unknown,Unknown,unknown,$12 member / $24 non-member per class,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0,Yes,www.playlargo.com,2025-12-13,"Learn basics of team-based cheer with guided routines; no class on Nov 26, Dec 24 & 31","youth cheerleading Largo / Champions in Motion florida,cheerleading for kids Largo / Champions in Motion fl,champions in motion cheerleading (southwest) Largo / Champions in Motion fl",recreation_center,Unknown,Unknown,Unknown,Unknown
FL_00042,City of Largo / Champions in Motion,City Parks & Recreation,Cheerleading,Champions in Motion Cheerleading (Advanced – Highland),Program,advanced,"Highland Recreation Complex, Largo, FL",Largo / Champions in Motion,FL,Unknown,Pinellas County,Tampa Bay,Unknown,Unknown,+1-727-587-6720,RecreationDirector@largo.com,"Recreation, Parks & Arts",Krista Pincince,https://www.playlargo.com/recprograms/athletics_and_sports.php,Unknown,Unknown,7,18,7-18,unknown,Unknown,year_round,$20 member / $40 non-member per class,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0,Yes,www.playlargo.com,2025-12-13,Advanced level 4 cheer team; participants must be part of level 3 program; registration closed,"youth cheerleading Largo / Champions in Motion florida,cheerleading for kids Largo / Champions in Motion fl,champions in motion cheerleading (advanced – highland) Largo / Champions in Motion fl",recreation_center,Unknown,Unknown,Unknown,Unknown
FL_00043,City of Largo / Coach Jack,City Parks & Recreation,Basketball,Coach Jack's Youth Basketball Clinic,Clinic,all_levels,"Southwest Recreation Complex, Largo, FL",Largo / Coach Jack,FL,Unknown,Pinellas County,Tampa Bay,Unknown,Unknown,+1-727-587-6720,RecreationDirector@largo.com,"Recreation, Parks & Arts",Krista Pincince,https://www.playlargo.com/recprograms/athletics_and_sports.php,Unknown,Unknown,6,12,6-12,unknown,Unknown,unknown,Unknown,$64 member / $128 non-member per month; Drop-in $16/$32 (Nov & Dec only),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0,Yes,www.playlargo.com,2025-12-13,High-energy clinics focusing on fundamentals and teamwork for youth; monthly and drop-in options,"youth basketball Largo / Coach Jack florida,basketball for kids Largo / Coach Jack fl,coach jack's youth basketball clinic Largo / Coach Jack fl",recreation_center,Unknown,Unknown,Unknown,Unknown
FL_00044,City of Largo / Coach Jack,City Parks & Recreation,Basketball,Coach Jack's Teen Basketball Clinic,Clinic,all_levels,"Southwest Recreation Complex, Largo, FL",Largo / Coach Jack,FL,Unknown,Pinellas County,Tampa Bay,Unknown,Unknown,+1-727-587-6720,RecreationDirector@largo.com,"Recreation, Parks & Arts",Krista Pincince,https://www.playlargo.com/recprograms/athletics_and_sports.php,Unknown,Unknown,12,17,12-17,unknown,Unknown,unknown,Unknown,$64 member / $128 non-member per month; Drop-in $16/$32 (Nov & Dec only),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0,Yes,www.playlargo.com,2025-12-13,Clinics refine competitive edge and skills for teens; monthly and drop-in options,"youth basketball Largo / Coach Jack florida,basketball for kids Largo / Coach Jack fl,coach jack's teen basketball clinic Largo / Coach Jack fl",recreation_center,Unknown,Unknown,Unknown,Unknown
FL_00045,City of Largo,City Parks & Recreation,Basketball,Drop-In Basketball (Teens),Program,all_levels,"Highland and Southwest Recreation Complex, Largo, FL",Largo,FL,Unknown,Pinellas County,Tampa Bay,Unknown,Unknown,+1-727-587-6720,RecreationDirector@largo.com,"Recreation, Parks & Arts",Krista Pincince,https://www.playlargo.com/recprograms/athletics_and_sports.php,Unknown,Unknown,12,17,12-17,unknown,Unknown,unknown,Free with membership; $5 without membership,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0,Yes,www.playlargo.com,2025-12-13,Open gym for teens to shoot hoops; membership provides free access,"youth basketball Largo florida,basketball for kids Largo fl,drop-in basketball (teens) Largo fl",recreation_center,Unknown,Unknown,Unknown,Unknown
FL_00046,City of Largo,City Parks & Recreation,Volleyball,Drop-In Volleyball (Teens),Program,all_levels,"Highland Recreation Complex, Largo, FL",Largo,FL,Unknown,Pinellas County,Tampa Bay,Unknown,Unknown,+1-727-587-6720,RecreationDirector@largo.com,"Recreation, Parks & Arts",Krista Pincince,https://www.playlargo.com/recprograms/athletics_and_sports.php,Unknown,Unknown,12,17,12-17,unknown,Unknown,unknown,$3 with membership; $6 without membership,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0,Yes,www.playlargo.com,2025-12-13,Casual volleyball sessions for teens; different times depending on season,"youth volleyball Largo florida,volleyball for kids Largo fl,drop-in volleyball (teens) Largo fl",recreation_center,Unknown,Unknown,Unknown,Unknown
FL_00047,City of Largo,City Parks & Recreation,Football,Flag Football (Largo Sports Complex),Program,all_levels,"Multi Purpose Field, Largo Sports Complex, 1640 McMullen Rd",Largo,FL,33771,Pinellas County,Tampa Bay,Unknown,Unknown,+1-727-587-6720,RecreationDirector@largo.com,"Recreation, Parks & Arts",Krista Pincince,https://www.playlargo.com/recprograms/athletics_and_sports.php,Unknown,Unknown,7,12,7-12,unknown,Unknown,unknown,Unknown,$48 members / $96 non-members per month,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0,Yes,www.playlargo.com,2025-12-13,Weekly flag football program for youth; membership discount; players supply own shorts and socks,"youth flag football Largo florida,flag football for kids Largo fl,flag football (largo sports complex) Largo fl",sports_complex,Unknown,Unknown,Unknown,Unknown
FL_00048,City of Largo,City Parks & Recreation,Volleyball,Indoor Volleyball Clinics (Highland & Southwest),Clinic,multi_level,"Highland and Southwest Recreation Complex, Largo, FL",Largo,FL,Unknown,Pinellas County,Tampa Bay,Unknown,Unknown,+1-727-587-6720,RecreationDirector@largo.com,"Recreation, Parks & Arts",Krista Pincince,https://www.playlargo.com/recprograms/athletics_and_sports.php,Unknown,Unknown,7,17,7-17,unknown,Unknown,unknown,Unknown,Beginner $36/$72 monthly; Intermediate $48/$96 monthly; Advanced $48/$96 monthly; drop-in $14/$28,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0,Yes,www.playlargo.com,2025-12-13,"Skill clinics for beginner, intermediate and advanced players; membership discounts and drop-in options available","youth volleyball Largo florida,volleyball for kids Largo fl,indoor volleyball clinics (highland & southwest) Largo fl",recreation_center,Unknown,Unknown,Unknown,Unknown
FL_00049,City of Largo,City Parks & Recreation,Multi-sport,Pee Wee PLAYtime Sports,Class,all_levels,"Highland and Southwest Recreation Complex, Largo, FL",Largo,FL,Unknown,Pinellas County,Tampa Bay,Unknown,Unknown,+1-727-587-6720,RecreationDirector@largo.com,"Recreation, Parks & Arts",Krista Pincince,https://www.playlargo.com/recprograms/athletics_and_sports.php,Unknown,Unknown,3,5,3-5,unknown,Unknown,unknown,Unknown,$32 member / $64 non-member per month; Drop-in $8/$16 (Nov & Dec only),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0,Yes,www.playlargo.com,2025-12-13,Introductory sports program exploring various team-play activities; aims to build confidence and coordination; no class on specific dates,"youth multi-sport Largo florida,multi-sport for kids Largo fl,pee wee playtime sports Largo fl",recreation_center,Unknown,Unknown,Unknown,Unknown
FL_00050,City of Largo,City Parks & Recreation,Volleyball,Sand Volleyball,Class,all_levels,"Bayhead Action Park, Largo, FL",Largo,FL,Unknown,Pinellas County,Tampa Bay,Unknown,Unknown,+1-727-587-6720,RecreationDirector@largo.com,"Recreation, Parks & Arts",Krista Pincince,https://www.playlargo.com/recprograms/athletics_and_sports.php,Unknown,Unknown,7,Unknown,7+ (junior sessions),unknown,Unknown,unknown,Unknown,"$14 drop-in; $95 per month for 2x/week; $50 per month for 1x/week; private lessons $40/30 min, $65/60 min",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0,Yes,www.playlargo.com,2025-12-13,"Sand volleyball program offering drop-in sessions, monthly classes and private lessons; juniors practice 4-5 pm","youth volleyball Largo florida,volleyball for kids Largo fl,sand volleyball Largo fl",park,Unknown,Unknown,Unknown,Unknown
FL_00051,City of Largo / Florida Celtic Soccer Club,City Parks & Recreation,Soccer,Little Rascals Soccer (Belcher Soccer Complex),Program,all_levels,"Belcher Road Soccer Complex, 1779 Belcher Road S",Largo,FL,33774,Pinellas County,Tampa Bay,Unknown,Unknown,+1-727-587-6720,RecreationDirector@largo.com,"Recreation, Parks & Arts",Krista Pincince,https://www.playlargo.com/recprograms/athletics_and_sports.php,Unknown,Unknown,3,4,3-4,unknown,Unknown,unknown,$95 for 5-session program (includes T-shirt),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0,Yes,www.playlargo.com,2025-12-13,Introductory soccer program for preschoolers focusing on dribbling and ball control; players receive medal at end,"youth soccer Largo florida,soccer for kids Largo fl,little rascals soccer (belcher soccer complex) Largo fl",school,Unknown,Unknown,Unknown,Unknown
FL_00052,City of Largo,City Parks & Recreation,Hockey,Street Hockey (NorthEast Park),Program,all_levels,"NorthEast Park (hockey rink), 4630 E Bay Dr",Clearwater,FL,33764,Pinellas County,Tampa Bay,Unknown,Unknown,+1-727-587-6720,RecreationDirector@largo.com,"Recreation, Parks & Arts",Krista Pincince,https://www.playlargo.com/recprograms/athletics_and_sports.php,Unknown,Unknown,7,12,7-12,unknown,Unknown,unknown,Unknown,$48 members / $96 non-members per month,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0,Yes,www.playlargo.com,2025-12-13,Street hockey program teaching fundamentals; membership discounts apply,"youth hockey Clearwater florida,hockey for kids Clearwater fl,street hockey (northeast park) Clearwater fl",park,Unknown,Unknown,Unknown,Unknown
FL_00053,City of Largo,City Parks & Recreation,Archery,Teen Archery,Class,beginner,"Southwest Recreation Complex, Largo, FL",Largo,FL,Unknown,Pinellas County,Tampa Bay,Unknown,Unknown,+1-727-587-6720,RecreationDirector@largo.com,"Recreation, Parks & Arts",Krista Pincince,https://www.playlargo.com/recprograms/athletics_and_sports.php,Unknown,Unknown,11,17,11-17,unknown,Unknown,unknown,Unknown,$65 members / $130 non-members per month (4 classes); personal training $80/hr,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0,Yes,www.playlargo.com,2025-12-13,Beginner archery class led by Level-3 instructor; improves coordination; personal training sessions available,"youth archery Largo florida,archery for kids Largo fl,teen archery Largo fl",recreation_center,Unknown,Unknown,Unknown,Unknown
FL_00054,City of Largo,City Parks & Recreation,Track & Field,Youth Track & Field (Largo),Program,all_levels,"Highland Recreation Complex, Largo, FL; meets at off-site locations",Largo,FL,Unknown,Pinellas County,Tampa Bay,Unknown,Unknown,+1-727-587-6720,RecreationDirector@largo.com,"Recreation, Parks & Arts",Krista Pincince,https://www.playlargo.com/recprograms/athletics_and_sports.php,Unknown,Unknown,6,15,6-15,unknown,Unknown,unknown,Not specified,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0,Yes,www.playlargo.com,2025-12-13,Track program teams children to compete against other local cities; participants receive shirts and ribbons,"youth track & field Largo florida,track & field for kids Largo fl,youth track & field (largo) Largo fl",recreation_center,Unknown,Unknown,Unknown,Unknown
FL_00055,City of Largo,City Parks & Recreation,Archery,Christmas Archery Special Workshop,Workshop,all_levels,"Southwest Recreation Complex, Largo, FL (Softball Fields)",Largo,FL,Unknown,Pinellas County,Tampa Bay,Unknown,Unknown,+1-727-587-6720,RecreationDirector@largo.com,"Recreation, Parks & Arts",Krista Pincince,https://www.playlargo.com/recprograms/athletics_and_sports.php,Unknown,Unknown,13,Unknown,13+,unknown,Unknown,unknown,$99 member / $198 non-member,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0,Yes,www.playlargo.com,2025-12-13,Holiday archery workshop providing instruction over four days; no session Jan 1; limited spots,"youth archery Largo florida,archery for kids Largo fl,christmas archery special workshop Largo fl",recreation_center,Unknown,Unknown,Unknown,Unknown
FL_00056,Palm Harbor Parks & Recreation,Other,Track & Field,North City Track Program,Program,all_levels,Practices at Sunderman Complex; Meets at Dunedin High School (Feb-Apr) and Safety Harbor Middle School (May),Unknown,FL,Unknown,Pinellas County,Tampa Bay,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,https://phparksandrec.org/recreation/youth-athletic-programs/,Unknown,Unknown,5,17,5-17,unknown,Unknown,unknown,$100 per player per season,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0,Yes,phparksandrec.org,2025-12-13,"Program jointly managed by Palm Harbor, Dunedin, Safety Harbor and Largo; registration opens January 2","youth track & field Palm Harbor Parks & Recreation florida,track & field for kids Palm Harbor Parks & Recreation fl,north city track program Palm Harbor Parks & Recreation fl",school,Unknown,Unknown,Unknown,Unknown
FL_00057,"City of Orlando (Families, Parks & Recreation)",City Parks & Recreation,Football,City of Orlando Youth Tackle Football (Fall Season),Program,all_levels,595 N Primrose Ave,Orlando,FL,32803,Orange County (Orlando),Orlando,Unknown,Unknown,+1-407-246-4222,athletics@orlando.gov,Athletics Office,Unknown,https://www.orlando.gov/Community-Programs-Events/Sports-Aquatics-Fitness/Register-for-Youth-Athletic-Programs/Register-for-Tackle-Football,Unknown,Unknown,5,14,5–14 (Tykes 5–6 flag only; 7–14 tackle),unknown,Unknown,fall,$40 (covers helmet/shoulder pads rental + pants/jersey; cleats not included),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0,Yes,www.orlando.gov,2025-12-13,"Divisions: Tykes (5–6), Mighty Mites (7–8), Pee Wee (9–10), Juniors (11–12), Senior (13–14). Age cutoffs based on Aug 1, 2025.","youth football (tackle; includes flag division for ages 5–6) Orlando florida,football (tackle; includes flag division for ages 5–6) for kids Orlando fl,city of orlando youth tackle football (fall season) Orlando fl",sports_complex,Unknown,Unknown,Unknown,Unknown
FL_00058,Winter Park,Other,Football,Florida Youth Athletics (FYA) – Youth Football & Cheer (Pop Warner affiliate),Program,all_levels,P.O. Box 55,Winter Park,FL,32790,Orange County / Central Florida,Orlando,Unknown,Unknown,+1-407-794-0999,info@FloridaYouthAthletics.org,Florida Youth Athletics,Unknown,https://floridayouthathletics.org/,Unknown,Unknown,Unknown,Unknown,Unknown,unknown,Unknown,unknown,Varies by association/program,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0,Yes,floridayouthathletics.org,2025-12-13,Pop Warner-affiliated youth sports organization. See program pages for specific offerings and registration.,"youth football (tackle via pop warner associations) + cheer/dance; also nfl flag programs Winter Park florida,football (tackle via pop warner associations) + cheer/dance; also nfl flag programs for kids Winter Park fl,florida youth athletics (fya) – youth football & cheer (pop warner affiliate) Winter Park fl",park,Unknown,Unknown,Unknown,Unknown
FL_00059,Winter Park,Other,Football,Florida Youth Athletics – NFL FLAG Football,Program,all_levels,P.O. Box 55,Winter Park,FL,32790,Orange County / Central Florida,Orlando,Unknown,Unknown,+1-407-794-0999,info@FloridaYouthAthletics.org,Florida Youth Athletics,Unknown,https://floridayouthathletics.org/nfl-flag-football/,Unknown,Unknown,5,17,5–17,unknown,Unknown,unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0,Yes,floridayouthathletics.org,2025-12-13,NFL FLAG program information listed on FYA site; contact/registration via FYA.,"youth football (flag, nfl flag) Winter Park florida,football (flag, nfl flag) for kids Winter Park fl,florida youth athletics – nfl flag football Winter Park fl",park,Unknown,Unknown,Unknown,Unknown
FL_00060,Winter Park,Other,Football,Winter Park Pop Warner Tigers – Football (Tackle),Program,all_levels,P.O. Box 55,Winter Park,FL,32790,Orange County / Central Florida,Orlando,Unknown,Unknown,+1-407-794-0999,info@FloridaYouthAthletics.org,Florida Youth Athletics,Unknown,https://floridayouthathletics.org/tackle-football/,Unknown,Unknown,5,16,5–16 (per program page),unknown,Unknown,winter,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0,Yes,floridayouthathletics.org,2025-12-13,Program page indicates ages 5–16 and Pop Warner affiliation.,"youth football (tackle; pop warner) Winter Park florida,football (tackle; pop warner) for kids Winter Park fl,winter park pop warner tigers – football (tackle) Winter Park fl",park,Unknown,Unknown,Unknown,Unknown
FL_00061,Tampa Bay Area,Other,Football,Tri-County Youth Football & Cheerleading Conference (TCYFCC),Program,all_levels,Multi-county; see member organizations for facilities,Unknown,FL,Unknown,"Hillsborough, Pasco, and Polk Counties",Tampa Bay,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,https://tcyfcc.net/,Unknown,Unknown,Unknown,Unknown,Unknown,unknown,Unknown,unknown,Varies by member organization,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0,Yes,tcyfcc.net,2025-12-13,"Conference listing shows it serves Hillsborough, Pasco, and Polk counties and provides member orgs and facilities via county partner listing.","youth football (tackle/flag varies by member org) + cheer Tampa Bay Area florida,football (tackle/flag varies by member org) + cheer for kids Tampa Bay Area fl,tri-county youth football & cheerleading conference (tcyfcc) Tampa Bay Area fl",Unknown,Unknown,Unknown,Unknown,Unknown
FL_00062,Brandon (Hillsborough County partner league),County Parks & Recreation,Football,Brandon Cowboys (Pop Warner) – Youth Football & Cheer,League,all_levels,Facility: North Brandon Sports Complex (Hillsborough County),Unknown,FL,Unknown,Hillsborough County (Tampa Bay),Tampa Bay,Unknown,Unknown,+1-813-744-5978,Recreation_Admin@HCFL.gov,Parks & Recreation,Unknown,https://brandoncowboys.org,Unknown,Unknown,Unknown,Unknown,Unknown,unknown,Yes,unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0,Yes,brandoncowboys.org,2025-12-13,Listed as an official Hillsborough County partner youth football/cheer league.,"youth football (tackle; pop warner) + cheer Brandon (Hillsborough County partner league) florida,football (tackle; pop warner) + cheer for kids Brandon (Hillsborough County partner league) fl,brandon cowboys (pop warner) – youth football & cheer Brandon (Hillsborough County partner league) fl",sports_complex,Unknown,Yes,Unknown,Unknown
FL_00063,FishHawk / Lithia (Hillsborough County partner league),County Parks & Recreation,Football,FishHawk Spartans (Pop Warner) – Youth Football,League,all_levels,Facility: FishHawk Sports Complex (Hillsborough County),Unknown,FL,Unknown,Hillsborough County (Tampa Bay),Tampa Bay,Unknown,Unknown,+1-813-744-5978,Recreation_Admin@HCFL.gov,Parks & Recreation,Unknown,https://hcfl.gov/residents/parks-and-leisure/partner-sports-leagues/youth-football-and-cheerleading-partner-leagues,Unknown,Unknown,Unknown,Unknown,Unknown,unknown,Yes,unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0,Yes,hcfl.gov,2025-12-13,Listed as an official Hillsborough County partner youth football league. Website is hosted on Facebook (see partner listing for exact link).,"youth football (tackle; pop warner) FishHawk / Lithia (Hillsborough County partner league) florida,football (tackle; pop warner) for kids FishHawk / Lithia (Hillsborough County partner league) fl,fishhawk spartans (pop warner) – youth football FishHawk / Lithia (Hillsborough County partner league) fl",sports_complex,Unknown,Yes,Unknown,Unknown
FL_00064,Lutz (Hillsborough County partner league),County Parks & Recreation,Football,Lutz Chiefs (Pop Warner) – Youth Football & Cheer,League,all_levels,Facility: Oscar Cooler Sports Complex (Hillsborough County),Unknown,FL,Unknown,Hillsborough County (Tampa Bay),Tampa Bay,Unknown,Unknown,+1-813-744-5978,Recreation_Admin@HCFL.gov,Parks & Recreation,Unknown,https://www.lutzchiefs.org,Unknown,Unknown,Unknown,Unknown,Unknown,unknown,Yes,unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0,Yes,www.lutzchiefs.org,2025-12-13,Listed as an official Hillsborough County partner youth football/cheer league.,"youth football (tackle; pop warner) + cheer Lutz (Hillsborough County partner league) florida,football (tackle; pop warner) + cheer for kids Lutz (Hillsborough County partner league) fl,lutz chiefs (pop warner) – youth football & cheer Lutz (Hillsborough County partner league) fl",sports_complex,Unknown,Yes,Unknown,Unknown
